Temperature,Pressure,Humidity,Vaccum,Energy
29.05,1011.1,51.39,64.84,442.58
11.32,1015.03,64.68,36.18,472.67
19.65,1011.73,93.89,57.85,450.5
22.69,1012.82,45.03,64.45,450.65
28.31,998.42,79.23,74.34,431.95
27.97,1010.81,63.73,66.17,441.7
21.45,1010.5,82.17,69.94,443.31
21.45,1014.81,73.73,66.05,453.38
20.51,1014.29,69.14,45.38,461.87
14.57,1021.42,66.23,44.45,462.48
22.21,1015.08,66.8,48.14,448.33
15.06,1016.78,88.23,41.85,466.72
24.84,1013.18,83.08,59.22,442.7
24.44,1003.13,67.04,47.93,440.53
27.05,1012.83,56.31,59.15,441.39
33.92,1010.15,58.89,77.95,433.01
15.42,1012.89,83.54,39.82,469.9
26.87,1002.48,71.91,74.99,437.78
8.69,1026.87,80.28,41.04,477.2
14.19,1006.52,90.72,49.83,462.86
18.23,1012.24,73.86,45.01,454.06
25.47,1013.02,63.21,56.89,440.38
12.62,1010.06,81.52,40.83,470.94
13.61,1017.57,91.35,42.34,465.65
23.91,1008.28,66.71,67.69,439.84
14.73,1017.01,74.21,39.52,470.45
21.62,1007.2,92.9,50.05,444.16
15.29,1000.9,81.17,38.73,468.62
23.66,1008,89.49,72.43,439.02
25.14,1017.91,53.3,60.29,444.5
22.56,1010.7,51.63,48.92,445.07
13.56,1011.05,73.62,39.58,473.16
28.74,1011.53,48.6,71.14,430.12
6.93,1017.61,61.28,38.68,482.37
13.52,1018.99,69.22,39.3,469.41
28.69,1011.01,66.4,67.79,439.87
7.9,1016.14,83.05,43.79,485.26
19.5,1015.53,73.87,65.12,453.99
22.27,1014.47,49.33,48.98,451.74
27.83,1011.22,71.05,59.57,443.85
25.34,1013.38,66.02,64.27,443.94
23.57,1006.08,70.12,67.9,446.72
29.73,1010.27,84.84,73.06,432.73
27.63,1006.3,75.38,64.96,434.22
17.28,1007.09,74.25,39.99,463.28
20.58,1005.68,62.09,39.53,460.1
24.6,1003.72,72.26,49.3,439.46
29.98,1007.62,75.6,76.09,432
12.19,1019.43,65.47,41.17,475.64
30.71,1007.76,68.04,68.27,428.27
24.92,1017.7,44.92,63.94,441.07
25.94,1007.22,64.76,60.75,439.46
23.92,1006.22,92.96,71.98,433.23
11.04,1025.75,94.44,39.96,468.84
22.1,1009.79,67.57,65.94,443.95
19.45,1001.88,52.16,41.1,458.26
24.56,1013.79,82.38,63.21,444.34
31.86,1005.6,57.68,73.88,435.91
22.49,1013.1,75.69,45.61,455.12
19.13,1008.51,87.54,50.78,447.03
20.55,1012.5,67.07,68.63,453.47
15.92,1016.04,73.37,41.2,468.91
18.4,1016.59,52.44,43.69,462.05
12.73,1015.11,93.55,44.34,472.94
7.68,1023.73,87.48,39.96,477.84
14.02,1016.54,75.73,44.85,469.53
30.94,1014.36,53.76,64.44,439.84
9.42,1030.38,87.8,41.4,472.99
11.12,1020.13,75.07,41.54,477.69
3.92,999.22,95.26,41.31,487.35
20.38,1013.95,77.8,66.54,448.93
25.6,1005.78,84.82,73.67,433.25
23.22,1014.58,75.18,59.15,443.7
25.14,1006.63,77.17,60.37,438.39
7.92,1008.55,81.68,42.28,484.75
24.77,1009.86,85.56,69.71,441.29
30.36,1010.02,54.22,69.82,439.05
21.81,1014.6,66.41,65.06,447.13
27.12,1009.94,52.67,70.32,429.08
8.97,1021.63,78.94,39.66,482.62
23.31,1005.17,82.75,60.37,438.52
20.8,1013.7,82.48,69.45,443.77
9.31,1018.3,93.68,41.39,480.25
27.5,1004.88,72.7,59.54,438.81
10.47,1022.24,81.16,41.06,477.47
13.86,1019.2,97.22,50.59,467.23
23.42,1006.79,86.45,50.05,441.8
15.56,1003.55,76.92,41.1,464.42
16.96,1019.91,89.11,46.36,460.57
18.68,1019.78,83.67,62.1,453.25
18.33,1025.36,62.57,49.64,468.14
13.78,1014.49,81.86,40.1,445.98
12.19,1021.35,74.98,41.06,474.63
15.56,1025.8,64.81,41.04,457.11
32.87,1009.54,59.85,70.8,433.1
25.76,1011.93,43.61,57.32,440.26
11.27,1014.35,86.63,40.69,476.27
26.69,1006.82,68.29,70.36,435.04
6.45,1018.86,67.84,35.77,483.12
23.86,1016.88,71.44,74.93,444.38
27.16,1009.17,45.79,47.43,442.85
33.97,1008.98,44.32,72.29,432.33
10.37,1017.47,90.47,40.03,477.91
25.15,1011.68,70.33,71.14,434.99
10.52,1018,68.99,41.48,469.8
28.88,1006.26,59.15,66.56,426.66
19.89,1012.65,80.25,68.08,448.71
19.31,1013.65,41.54,43.56,463.35
7.14,1016.6,97.09,41.22,435.58
28.18,1011.56,48.03,71.14,432.72
26.08,1012.2,47.06,57.32,441.32
29.01,1017.62,44.31,64.79,442.12
21.84,1014.13,69.67,58.86,445.16
16.82,1020.68,72.07,49.15,462.22
29.03,1010.86,54.03,67.79,445.03
14.78,1016.42,67.42,41.17,469.69
15.55,1024.34,79.61,43.71,465.14
30.22,1011.63,65.97,70.32,435.98
25.97,1013.11,61.97,68.12,437.11
19.21,1013.18,81.64,53.16,454.01
18.94,1007.82,92.88,48.7,453.36
22.2,1007.34,75.13,44.05,445.32
26.9,1017.47,75.58,77.95,434.18
16.58,1010.4,96.29,46.18,463.51
10.72,1019.71,62.26,35.76,473.48
13.64,1018.32,62.2,34.03,469.61
24.34,1006.82,85.66,70.79,433.83
30.9,1014.95,40.9,73.68,430.29
7.76,1021.63,80.67,39.61,488.32
9.08,1020.24,68.37,36.18,477.26
9.45,1023.08,75.81,39.04,483.66
28.71,1006.4,64.79,51.43,440.17
25.3,1003.67,69.08,49.3,436.62
24.47,1002.49,75.04,48.6,442.08
15.59,1013.67,78.55,52.05,456.07
29.72,1014.9,72.73,77.95,434.99
32.81,1007.69,47.29,71.32,434.38
29.2,1004.8,63.74,70.79,425.2
25.34,1006.46,83.94,70.47,433.34
10.37,1006.5,90.99,37.83,470.66
13.12,1023.69,67.5,52.75,462.7
14.8,1021.59,89.24,44.21,466.21
11.51,1021.3,78.11,41.06,476.91
14.4,1021.41,73.11,41.26,462.78
22.36,1016.69,73.6,58.79,445.76
20.61,1008.54,77.54,44.63,456.68
13.86,1010.75,57.9,41.78,467.39
12.27,1012.18,85.58,39.82,477.54
13.13,1020.26,87.44,50.59,470.03
25.1,1005.83,72.53,60.37,438.44
8.47,1005.37,92.73,42.02,477.67
21.18,1011.02,78.19,60.1,452.39
11.02,1012.32,66.54,43.02,478.81
28.69,1013.67,34.1,58.33,448.54
18.85,1001.95,61.75,41.1,462.4
29.83,1007.98,47.07,62.66,438.71
27.63,1005.45,82.88,71.98,426
17.7,1015.16,67.91,49.21,455.97
22.69,1013.7,62.05,48.14,448.52
10.56,1010.19,87.12,39.13,463.14
14.86,1016.19,67.43,44.85,468.87
27.24,1009.61,51.89,44.89,442.84
22.74,1009.66,55.03,61.87,444.59
25.31,1009.31,63.31,61.5,437.03
29.13,1014.96,37.08,68.3,437.25
8.42,1011.62,80.32,43.14,483.49
30.76,1009.89,50.43,73.17,430.98
28.46,1004.61,38.1,49.16,438.02
18.15,1012.75,52.69,41.67,464.44
28.71,1005.21,71.11,71.64,432.05
9.65,1022.9,98.08,44.68,476.71
7.28,1018.96,67.98,38.56,485.57
16.26,1010.48,86.57,44.89,456.86
25.86,1015.91,53.37,60.32,446.58
11.6,1011.65,80.79,39.96,473.22
21.43,1011.95,94.47,63.47,448.17
28,1008.68,66,74.22,433.94
28.83,1006.69,67.04,72.43,428.85
12.42,1015.88,79.48,43.14,471.1
33.37,1003.75,45.26,71.37,432.67
7.41,1026.15,88.96,40.81,488.48
14.54,1019.61,81.82,42.77,466.37
26.63,1008.18,69,61.47,444.16
29.87,1001.08,72.75,69.13,426.47
14.97,1007.31,79.25,42.28,466.62
34.62,1000.68,38.35,69.05,425.41
32.11,1010.36,58.78,78.05,431.31
4.69,1024.58,79.35,39.42,486.34
17.1,1016.48,85.63,48.98,454.43
13.77,1012.86,88.83,42.86,471.94
21.75,1016.65,72.94,59.8,453.17
24.98,1011.69,69.97,58.05,447.15
26.48,1008.07,90.73,73.06,433.31
13.78,1018.38,68.67,40,458.74
5.54,1020.47,82.91,41.38,490.07
22.07,1011.18,80.86,69.94,440.09
30.45,1011.35,63.59,43.21,438.68
21.79,1011.11,91.78,61.45,446.99
15.81,1017.8,68.45,54.3,461.63
6.86,1019.62,77.37,38.08,486.92
10.23,1011.18,97.93,43.72,471.61
22.09,1015.54,72.44,65.59,447.28
28.37,1017.48,55.19,75.6,439.25
10.07,1021.43,97.15,40.92,467.01
26.02,1011.16,76.93,59.57,446.5
25.96,1014.52,50.03,60.95,444.19
11.3,1008.66,96.18,25.36,471.19
15.12,1025.95,69.67,41.04,460.58
15.08,1009.85,85.9,37.85,465.58
32.95,1005.88,45.15,67.9,425.89
23.8,1002.43,67.32,48.6,440.89
6.86,1021.35,90.78,41.38,487.49
17.3,1015.52,87.17,58.59,454.88
26.85,1017.43,74.55,75.6,433.48
26.82,1012.25,57.41,60.96,449.81
7.87,1020.33,77.77,41.17,486.2
15.58,1016.34,87.42,40.66,460.61
24.39,1018.5,61.73,60.84,442.72
11.93,1021.76,57.63,41.38,473.88
6.67,1022.31,83.51,36.08,486.52
29.45,1011.64,59.7,68.84,438.41
22.26,1018.26,85.94,60.77,442.58
25.64,1014.81,62.29,47.01,454.48
22.46,1013.21,68.68,58.33,445.9
24.12,1006.55,83.77,51.43,441.49
31.85,1014.76,47.06,68.3,428.72
25.63,1014.86,52.75,58.86,443.84
17.09,1009.03,72.01,42.42,464.11
26.22,1015.46,76.63,69.89,433.61
8.26,1025.89,70.53,39.42,474.72
23.2,1012,89.92,73.17,438.64
20.92,1020.49,72.98,63.86,449.09
6.67,1019.99,75.61,39.37,486.84
29.6,1007.07,62.65,71.94,429.02
23.27,1006.17,71.01,67.9,447.25
28.43,1013.44,49.99,63.31,432.62
13.84,1015.74,79.76,42.18,468.66
11.42,1011.55,82.71,40.35,478.7
23.66,1012.9,52.59,69.51,435.39
26.09,1007.41,85.37,70.4,432.52
18.5,1013.97,93.6,47.03,460.08
16.28,1007.5,77.27,42.99,464.13
8.61,1024.81,95.6,41.04,473.62
26.11,1010.68,72.59,62.44,438.87
5,1021.05,94.84,40.64,485.27
22.95,1013.91,81.52,63.94,438.33
15.92,1006.59,71.32,39.16,460.45
23.07,1013.24,58.38,65.27,443.42
26.42,1007.02,76.28,59.54,438.5
11.64,1013.33,85.79,38.25,472.34
17.11,1007.25,100.09,49.78,453.22
7.17,1031.97,83.86,41.92,485.08
27.52,1004.99,52.54,66.48,429.67
8.25,1011.3,87.1,43.14,479.95
24.49,1018.4,59.95,59.87,444.54
28.19,1008.85,84.67,71.97,438.8
17.76,1002.82,73.77,40.55,461.8
20.9,1007.16,59.02,67.71,446.57
22.31,1009.25,98.56,61.45,437.05
8.88,1019.05,80.77,41.54,484.99
20.01,1018.05,58.88,52.9,455.57
23.36,1013.71,86.64,59.15,442.53
25.54,1013.14,71.15,61.08,447.06
24.5,1011.54,57.92,58.66,451.03
12.68,1016.07,86.89,43.7,471.8
11.52,1023.43,83.29,39.18,474.35
28.08,1013.02,64.34,64.44,440.26
28.66,1014.04,51.26,74.93,440.79
30.02,1009.68,56.01,69.04,440.49
9.53,1015.57,75.49,40.62,469.9
18.58,1016.24,78.74,63.78,453.96
8.91,1022.87,78.39,40.11,475.43
26.44,1013.35,60.71,59.15,439.65
23.86,1011.34,87.32,73.5,438.62
30.02,1010.52,44.91,73.5,429.84
12.17,1008.05,96.44,49.83,469.52
25.58,1013.37,71.27,61.08,446.32
12.73,1005.68,68.77,40.27,475.61
10.74,1014.25,71.61,44.85,476.83
15.25,1019.69,95.83,46.36,461.68
27.35,1012.14,74.14,77.95,431.72
30.28,1014.39,53.32,67.22,447.67
24.88,1011.28,67.38,51.43,441.03
33.74,1012.51,43.3,69.98,425.35
32.57,1011.03,46.27,65.74,440.56
27.54,1008.12,56.42,68.27,433
16.09,1017.86,42.74,44.71,464.95
23.86,1006.56,48.94,52.84,444.66
27.78,1009.81,79.57,70.8,431.44
24.11,1014.34,45.28,68.63,448.45
6.39,1025.53,77.23,35.57,487.69
14.16,1015.63,77.29,39.28,471.27
13.43,1013.02,66.36,43.56,472.94
20.11,1010.79,60.31,42.04,464.13
7.32,1026.15,76.51,39.42,476.12
13.71,1023.35,82.93,45.08,468.43
21.49,1004.68,80.64,68.28,438
15.25,1012.1,73.05,39.58,466.21
19.81,1020.62,67.99,56.65,457.72
25.71,1009.72,75.29,71.73,434.16
9,1027.11,75.89,36.3,480.31
28.85,1008.2,58.4,57.19,436.8
14.66,1017.45,88.57,40.73,459.23
21.94,1014.64,78.52,57.5,451.1
26.48,1011.61,51.9,66.54,438.87
24.08,1003.23,70.42,49.3,443.46
25.95,1011.77,66.22,63.47,445.5
19.76,1020.07,73.55,62.1,450.44
5.07,1019.32,66.17,40.07,494.87
5.62,1020.91,86.21,41.38,490.83
6.8,1021.09,70.02,37.8,485.96
24.77,1010.66,73,57.17,441.12
18.59,1003.99,86.22,44.63,459.65
11.17,1018.2,79.6,44.77,470.85
25.87,1014.67,61.87,47.01,452.32
15.46,1014.57,87.53,37.64,462.96
22.63,1013.69,90.32,58.41,445.43
29.59,1009.45,55.75,74.78,436.77
22.25,1018.07,73.67,60.84,443.99
31.53,1003.93,58.29,74.99,432.34
17.95,1012.05,59.44,49.21,455.1
29.45,1005.52,59.92,64.96,433.04
31.31,1014.24,51.08,64.44,438.14
8.41,1019.97,69.2,40.67,489.25
22.85,1018.05,67.12,60.08,452.5
16.02,1007.73,72.81,39.54,466.15
15.12,1016.37,75.62,43.79,470.11
14.47,1017.05,69.87,48.79,466.25
12.1,1013.72,75.61,41.17,478.1
15.38,1022.42,83.41,43.99,462.48
22.16,1017.22,70.51,65.48,446
26.31,1001.16,88.43,72.39,434.53
15.14,1002.96,72.52,39.72,460.15
26.49,1012.55,74.24,61.86,440.21
23.06,1012.5,64.03,56.85,440.03
16.21,1012.46,84.45,50.9,462.68
8.76,1033.29,76.5,41.82,480.08
11.92,1016.91,100.07,40.55,472.45
28.64,1011.48,52.84,73.4,441.32
17.95,1012.73,84.27,59.15,449.14
33.82,1013.49,42.17,73.03,439.3
5.82,1024.82,96.01,40.78,470.02
20.41,1012.62,76.21,48.06,451.26
31.23,1006.61,60.8,72.58,427.58
6.58,1014.22,55.44,40.07,493.72
13.1,1009,87.41,41.48,460.34
20.13,1005.31,85.42,40.33,460.09
29.12,1009.85,62.51,74.87,435.51
19.57,1011.13,96.4,68.61,448.73
25.38,1010.76,89.64,72.24,432.3
12.56,1019.23,74.26,41.4,472.54
28.25,1007.99,67.9,57.19,436.99
27.24,1009.37,81.51,77.17,439.12
16.41,1024.27,84.16,44.92,462.12
26.1,1013.12,61,63.56,442.75
17.37,998.79,68.44,41.23,461.08
31.81,1011.21,53.55,66.44,426.84
13.83,1024.2,80.52,45.08,465.5
28.43,1012.52,71.05,73.18,427.11
12.07,1012.67,81.66,38.25,470.36
14.73,1019.45,82.48,58.2,458.56
16.65,1013.52,87.44,56.89,452.52
22.56,1018.19,67.53,60.29,447.15
23.76,1009.15,68.52,61.5,441.16
14.72,1015.17,61.75,38.91,468.87
22.63,1010.94,72.7,58.49,448.38
21.82,1011.71,64.37,58.66,452.16
20.88,1007.5,76.21,47.45,449.34
18.4,1012.4,77.81,43.96,464.63
23.29,1014.81,70.27,65.61,447.67
26.65,1015.73,77.32,74.67,435.9
24.62,1007.97,84.36,72.43,436.89
27.94,1003.11,70.47,69.84,428.67
27.96,1007.26,63.21,68.51,432.07
25.52,1009.91,79.55,71.73,434.67
9.28,1021.96,72.22,41.38,486.18
20.5,1009,91.79,51.19,445.35
24.38,1015.17,68.96,47.01,454.85
25.69,1004.05,81.69,59.54,439.06
13.86,1022.6,83.56,44.21,468.3
31.44,1014.04,49.15,64.44,437.6
26.88,1012.76,45.03,69.51,436.3
27.83,1009.69,63.79,69.04,443.24
29.66,1013.25,61.2,59.22,441.58
11.49,1020.17,70.91,41.54,476.74
5.62,1001.37,89.16,41.31,485.6
31,1006.29,48.56,71.77,431.07
28.18,1008.78,82.88,71.85,427.83
5.76,1013.22,62.99,40.07,494.67
14.73,1007.32,90.84,36.99,468.23
24.91,1010.88,72.97,57.17,446.01
25.12,1009.26,82.95,77.95,433.4
21.42,1014.39,84.05,56.89,444.86
26.06,1015.52,67.12,54.5,451.67
21.14,1009.05,94.36,58.98,448.31
6.91,1019.58,71.02,39.37,488.2
13.97,1016.81,62.32,53.82,465.24
14.64,1017.59,79.6,42.77,464.27
31.58,1003.26,54,66.54,429.73
10.27,1017.04,77.09,41.44,479.3
7.94,1018.75,59.45,43.65,479.8
9.32,1027.67,73.25,36.3,479.52
11.87,1017.29,90.3,41.58,464.77
22.58,1015.66,44.18,43.79,460.3
19.2,1017.84,89.56,59.21,450.86
30.18,1009.31,64.06,68.24,427.38
26.27,1005.72,86.15,71.98,427.65
19.39,1012.75,44.21,43.14,464.55
12.81,1015.55,90.37,44.34,474.03
30.93,1013.33,62.1,69.98,432.25
20.03,1007.31,81.69,57.19,446.46
27.34,1008.32,56.51,71.29,434.94
17.7,1015.79,83.18,48.98,454.41
20.61,1014.91,83.82,65.61,449.72
13.82,1013.19,90.11,40.2,466.99
31.77,1007.4,73.36,76.09,431.69
26.55,1013.88,55.39,69.45,435.64
20.42,1020.34,84,62.96,452.08
20.76,1012.51,85.39,59.04,448.92
26.08,1003.3,79.49,76.86,436.85
22.86,1003.77,71.22,66.48,435.56
30.33,1007.75,52.49,70.32,430.1
27.22,1005.73,57.29,67.9,441.22
25.22,1007.17,80.26,69.88,443.24
15.3,1017.19,70.63,38.62,462.65
24.01,1004.22,75.32,50.16,443.03
8.01,1015.62,86.43,40.62,476.22
19.31,1016.13,30.59,44.71,463
22.07,1010.52,82.96,70.72,442.88
27.31,1005.73,50.74,68.14,437.83
19.89,1008.85,92.97,50.78,446.35
14.07,1017.77,87.83,46.18,465.05
12.07,1025.63,68.02,40.81,475.96
31.19,1012.6,52.06,69.68,440.97
26.7,1011,71.64,62.26,435.03
21.94,1010.3,88.21,58.79,447.52
12.19,1017.76,81.44,40.23,474.92
13.03,1022.17,79.79,41.26,466.02
28.55,1011.77,73.34,74.33,426.48
15.73,1002.48,76.91,38.73,466.63
16.22,1000.96,79.59,41.35,462.21
27.44,1002.71,59.44,47.93,437.76
25.51,1013.28,61.85,64.27,444.76
19.14,1020.84,82.97,56.65,458.06
16.5,1018.94,63.59,44.2,458.3
13.78,1015.56,69.92,45.51,468.17
13.29,1019.63,75.09,71.14,464.18
27.06,1008.71,90.6,77.17,432.2
13.67,1023.6,85.35,44.92,467.71
14.7,1021.87,83.9,44.9,468.69
11.48,1014.38,69.75,37.5,472.9
16.95,1015.96,87.8,58.86,453.2
22.3,1008.85,81.27,50.78,449.86
27.37,1009.77,67.87,70.72,441.9
18.61,1016.91,75.01,44.06,452.68
27.98,1010.02,66.44,74.87,435.32
9.39,1019.22,75.33,39.66,482.16
22.19,1017.84,76.01,48.78,446.51
25.48,1017.55,51.22,60.29,443.77
27.51,1007.59,80.02,71.32,433.16
11.37,1016.54,87.05,39.16,480.54
8.68,1011.94,79.06,43.14,480.73
25.3,1009.15,58.3,59.43,442.5
12.82,1017.47,81.45,48.14,467.48
20.31,1011.57,69.03,49.69,455.37
23,1014.15,66.68,49.5,454.44
14.24,1013.54,88.68,45.01,461.64
20.17,1014.38,82.09,50.66,454.79
7.69,1020.72,83.47,38.06,483.54
30.36,1009.6,58.73,69.04,436.72
29.12,1015.69,37.9,66.51,432.88
27.01,1006.01,67.98,67.98,434.65
24.24,1008.02,86.4,72.43,436.6
22.49,1009.75,76.43,58.71,443.33
23.76,1012.13,78.84,70.32,434.64
18.09,1008.64,74.15,43.72,453.02
15.96,1011.93,55.47,41.66,466.39
25.54,1013.77,69.64,61.08,448.57
22.96,1005.68,93.93,70.79,434.47
14.76,1010.37,81.99,39.64,465.82
16.16,1013.19,75.37,52.05,463.09
22.36,1013.1,84.74,59.44,446.75
25.79,1013.26,55.35,65.27,440.04
18.78,1019.22,80.2,63.09,452.86
6.49,1016.52,69.1,36.3,483.43
19.4,1012.89,75.53,49.69,455.6
6.16,1012.83,93.68,38.5,490.92
15.31,1005.09,95.25,41.35,466.5
5.74,1016.31,84.91,40.62,481.15
30.31,1008.02,67.84,77.24,435.28
24.54,1011.43,74.1,72.24,435.08
22.97,1011.15,95.85,72.24,437.41
22.45,1018.92,72.73,59.87,445.34
13.9,1016.84,72.9,41.17,468.96
17.78,1006.9,100.09,52.08,453.31
9.59,1026.05,74.27,40.11,470.71
11.91,1021.39,84.49,44.45,466.52
31.26,1006.49,60.47,70.36,438.15
23.82,1020.96,60.11,64.15,447.37
25.02,1010.04,91.86,69.75,437.87
25.47,1005.79,77.73,70.36,437.02
27.13,1004.33,73.27,59.54,438.32
24.6,1018.1,73.71,48.78,442.23
24.95,1006.2,76.16,76.16,437.47
7.55,1027.03,83.32,41.04,476.58
34.24,1016.24,25.56,74.67,425.58
19.94,1008.52,74.69,44.9,459.47
27.14,1013.38,75.68,63.13,438.82
28.56,1007.45,69.6,74.22,434.54
13.05,1018.47,81.2,44.34,473.4
26.72,1010.18,70.74,74.87,441.93
12.5,1013.99,90.91,43.67,473.26
20.62,1012.33,79.88,68.12,447.16
16.17,1022.19,70.99,38.01,462.54
9.58,1019.49,67.54,38.08,478.5
25.42,1001.91,93.78,73.21,432.04
30.31,1006.55,59.92,70.36,439.11
23.76,1009.69,70.87,51.19,442.9
29.42,1007.24,61.26,79.74,437.61
8.8,1017.91,86.8,42.32,483.88
27.16,1009.24,90.26,72.58,429.59
19.75,1009.38,92.89,49.02,446.63
30.44,1010.97,55.34,68.84,438.31
18.6,1013.07,64.23,41.67,458.91
19.65,1014.18,56.77,45.01,451.63
15.99,1015.17,76.4,49.21,463.47
8.73,1020.54,91.37,41.26,476.42
15.99,1006.09,89.92,39.63,464.95
5.56,1006.99,96.48,45.87,476.61
8.88,1015.21,88.29,39.66,481.45
5.42,1020.77,86.02,41.38,491.38
8.97,1013.21,90.77,36.24,477.89
18.18,1008.64,66.28,61.87,453.1
12.87,1013.51,85.72,41.5,469.44
14.23,1017.39,87.29,46.18,463.86
18.17,1011.29,78.48,66.86,452.77
19.73,1007.78,73.02,49.69,454.28
25.36,1011.89,55.64,61.41,452.29
29.78,1011.27,52.79,73.42,445.58
32,1003.48,51.38,58.9,437.81
18.64,1003.84,89.63,67.71,442.26
13.16,1024.44,85.68,43.71,469.06
7.64,1031.58,71.19,40.02,479.43
11.87,1012.97,64.79,41.78,470.84
20.56,1016.02,68.59,59.14,448.82
11.41,1018.69,69.44,39.61,467.19
26.11,1013.9,59.62,52.36,453.76
19.06,1020.82,82.14,56.65,455.7
9.13,1031.08,74.76,40.02,473.47
8.44,1019.9,70.72,41.17,486.15
14.44,1015.61,76.85,42.32,462.13
6.3,1010.63,94.26,39.33,489.95
13.47,1017.56,93.23,44.88,476.67
20.66,1014.68,79.7,41.54,461.55
23.62,1007.75,58.69,45.87,445.55
16.69,1011,97.85,46.18,458.57
28.01,1008.98,48.52,44.89,444.76
21.73,1020.84,68.9,64.63,450.36
30.35,1009.95,39.24,69.51,430.07
8.67,1026.8,84.36,36.66,480.38
30.51,1011.08,61.94,59.57,436.92
26.12,1017.86,79.02,66.75,433.67
13.11,1005.89,89.02,38.73,473.38
21.41,1007.84,88.83,62.39,452.8
12.33,1016.49,79.2,45.51,471.16
24.02,1008.33,83.92,77.54,438.52
9.37,1016.84,62.07,38.56,482.77
11.26,1023.63,88.99,44.92,474.69
30.12,1009.1,52.02,69.71,435.85
4.65,1018.23,94.78,35.19,489.36
28.21,1010.45,77.92,70.8,435.99
30.83,1009.92,48.8,71.58,432.11
6.59,1020.34,77.92,39.37,488.17
21.84,1007.57,77.34,64.69,450.25
31.63,999.4,59.94,70.17,432.07
4.7,1007.45,91.02,39.9,487.78
31.11,1002.32,64.25,75.33,433.37
18.21,993.11,62.29,41.23,457.53
9.82,1010.79,69.22,39.64,477.93
16.77,1023.04,65.5,38.01,460.16
16.88,1007.08,74.29,39.99,462.83
21.08,1011.39,88.79,70.32,440.59
22.79,1010.87,91.47,69.13,438.08
26.96,1008.14,73.95,62.39,437.41
30.87,1013.78,34.54,67.32,436.96
19.74,1015.11,80.67,45.38,459.39
24.22,1009.38,64.53,71.14,438.88
16.27,1020.56,82.22,44.21,462.11
14.41,1016.25,88.88,46.18,462.49
10.48,1021.97,65.22,41.38,481.41
14.24,1023.6,94.06,44.84,466.67
23.08,1009.85,83.67,74.78,437.86
25.77,1014.18,87.53,73.68,429.84
17.94,1019.81,82.65,62.1,453.55
9.43,1028.42,84.92,41.4,479.28
13.98,1010.6,83.84,41.79,457.12
25.02,1008.07,60.42,47.45,446.62
30.99,1009.41,50.84,69.82,437.46
17.17,1020.54,95.98,63.09,446.75
19.4,1013.19,58.63,42.44,459.76
24.1,1012.73,65.24,68.08,440.33
12.07,1009.7,93.27,39.99,473.06
9.55,1023.12,68.06,40.72,481.08
9.57,1022.32,75.4,52.75,470.93
21.74,1011.88,85.95,70.32,439.19
30.99,1008,71.35,68.51,430.09
17.88,1008.39,93.63,45.87,455.83
17.51,1013.13,82.86,53.16,457.45
7.79,1019.67,85.35,43.13,484.42
31.56,1008.91,64.16,66.44,430.11
30.58,1011.34,51.29,68.84,439.71
13.35,1010.1,93.3,39.64,471.69
17.9,1004.3,89.59,67.71,449.73
21.94,1008.44,86.98,50.32,444.89
31.49,1009.33,53.9,69.13,425.74
8.48,1010.77,88.68,42.49,483.5
26.85,1001.2,90.13,73.77,431.24
26.75,1012.05,56.77,60.96,447.93
24.91,1013.02,42.34,64.45,450.84
23.03,1012.63,70.37,68.08,441.71
12.99,1007.52,94.15,40.55,472.18
23.79,1012.92,60.03,48.06,447.59
23.42,1011.72,75.81,63.07,444.23
32.09,1003.1,56.91,69.4,430.62
21.78,1007.45,88.71,51.43,446.56
31.92,1000.77,58.91,69.13,425.19
22.79,1008.65,58.39,50.78,447.12
10.52,1014.9,95.67,42.18,469.03
7.64,1008.46,84.29,42.28,484.78
15.8,1016.08,77.83,41.2,468.55
17.3,1013.56,87.57,46.21,456.77
18.26,1019.1,74.74,61.27,428.67
14.03,1008.07,83.32,41.79,457.98
24.55,1015.22,60.53,58.86,445.8
24.6,1012.48,45.14,57.32,442.64
25.04,1006.56,75.91,70.36,436.47
32.31,1010.45,38.01,62.04,449.65
21.17,1021.25,62.38,64.15,454.15
9.15,1023.82,75.4,40.11,475.01
27.34,1016.5,48.4,63.78,446.56
11.7,1016.08,62.27,43.41,467.51
27.58,1009.63,88.31,73.06,438.1
20.53,1016.61,61.28,54.9,454.67
9.55,1015.07,85.94,41.44,481.75
9.94,1015.21,87.02,41.44,481.24
6.71,1022.78,80.69,40.72,483.11
31.09,1011.32,61.14,64.05,440.62
17.23,1013.52,81.55,40.12,456.2
18.27,1018.34,72.73,58.2,448.17
9.06,1015.14,58.71,36.3,477.38
14.66,1012.89,62.41,41.66,466.87
23.79,1016.77,55.88,58.2,446.88
31.33,1003.77,52.34,58.9,439.54
10.26,1019.68,98.97,43.14,466.75
33.75,1002.54,39.28,64.96,432.62
18.72,1015.81,70.55,60.07,454.35
20.71,1007.63,98.44,58.18,447.06
28.87,1008.74,82.61,71.97,435.86
12.63,1013,100.13,48.04,464.6
13.69,1018.45,65.76,34.03,469.12
20.3,1013.49,80.9,67.32,441.51
14.93,1012.65,86.8,42.44,471.24
25.43,1002.2,86.44,69.13,431.53
24.85,1005.97,95.09,71.98,433.64
14.67,1014.28,67.91,45.01,460.47
3.63,1016.16,87.38,38.44,487.87
28.54,1007.42,67.87,72.99,432
15.26,1016,76.06,41.2,467.98
